35.197.111.121 - - [06/Nov/2017:00:05:25 -0300] "GET / HTTP/1.1" 404 -
188.190.252.203 - - [06/Nov/2017:01:23:41 -0300] "GET / HTTP/1.0" 404 -
163.172.168.251 - - [06/Nov/2017:01:36:05 -0300] "GET / HTTP/1.1" 404 -
219.141.98.13 - - [06/Nov/2017:02:08:09 -0300] "GET /manager/html HTTP/1.1" 401 2536
219.141.98.13 - - [06/Nov/2017:02:08:10 -0300] "GET /manager/html HTTP/1.1" 401 2536
219.141.98.13 - - [06/Nov/2017:02:08:10 -0300] "GET /manager/html HTTP/1.1" 401 2536
219.141.98.13 - - [06/Nov/2017:02:08:10 -0300] "GET /manager/html HTTP/1.1" 401 2536
219.141.98.13 - - [06/Nov/2017:02:08:11 -0300] "GET /manager/html HTTP/1.1" 401 2536
219.141.98.13 - - [06/Nov/2017:02:08:11 -0300] "GET /manager/html HTTP/1.1" 401 2536
219.141.98.13 - - [06/Nov/2017:02:08:12 -0300] "GET /manager/html HTTP/1.1" 401 2536
219.141.98.13 - - [06/Nov/2017:02:08:12 -0300] "GET /manager/html HTTP/1.1" 401 2536
219.141.98.13 - - [06/Nov/2017:02:08:12 -0300] "GET /manager/html HTTP/1.1" 401 2536
219.141.98.13 - - [06/Nov/2017:02:08:13 -0300] "GET /manager/html HTTP/1.1" 401 2536
219.141.98.13 - - [06/Nov/2017:02:08:13 -0300] "GET /manager/html HTTP/1.1" 401 2536
163.172.168.251 - - [06/Nov/2017:02:33:37 -0300] "GET / HTTP/1.1" 404 -
81.9.245.1 - - [06/Nov/2017:02:43:06 -0300] "GET / HTTP/1.0" 404 -
212.47.244.68 - - [06/Nov/2017:03:55:43 -0300] "GET / HTTP/1.1" 404 -
35.197.53.184 - - [06/Nov/2017:04:32:35 -0300] "GET / HTTP/1.1" 404 -
185.110.132.232 - - [06/Nov/2017:04:50:41 -0300] "GET / HTTP/1.1" 404 -
222.186.58.136 - - [06/Nov/2017:05:55:53 -0300] "GET /manager/html HTTP/1.1" 401 2536
222.186.58.136 - - [06/Nov/2017:05:55:53 -0300] "GET /manager/html HTTP/1.1" 401 2536
222.186.58.136 - - [06/Nov/2017:05:55:54 -0300] "GET /manager/html HTTP/1.1" 401 2536
222.186.58.136 - - [06/Nov/2017:05:55:54 -0300] "GET /manager/html HTTP/1.1" 401 2536
222.186.58.136 - - [06/Nov/2017:05:55:55 -0300] "GET /manager/html HTTP/1.1" 401 2536
222.186.58.136 - - [06/Nov/2017:05:55:55 -0300] "GET /manager/html HTTP/1.1" 401 2536
222.186.58.136 - - [06/Nov/2017:05:55:56 -0300] "GET /manager/html HTTP/1.1" 401 2536
163.172.168.251 - - [06/Nov/2017:06:35:07 -0300] "GET / HTTP/1.1" 404 -
35.198.169.125 - - [06/Nov/2017:07:25:49 -0300] "GET / HTTP/1.1" 404 -
209.126.136.4 - - [06/Nov/2017:10:11:39 -0300] "GET / HTTP/1.1" 404 -
163.172.149.131 - - [06/Nov/2017:10:27:28 -0300] "GET / HTTP/1.1" 404 -
163.172.149.131 - - [06/Nov/2017:11:34:52 -0300] "GET / HTTP/1.1" 404 -
212.47.244.68 - - [06/Nov/2017:12:31:59 -0300] "GET / HTTP/1.1" 404 -
35.199.4.34 - - [06/Nov/2017:13:26:23 -0300] "GET / HTTP/1.1" 404 -
35.198.169.125 - - [06/Nov/2017:13:46:23 -0300] "GET / HTTP/1.1" 404 -
10.50.13.1 - - [06/Nov/2017:13:47:45 -0300] "GET /estagios/workspace/pt/central/indicadores?csrf=80931354 HTTP/1.1" 200 6268
10.50.13.1 - - [06/Nov/2017:13:47:45 -0300] "GET /favicon.ico HTTP/1.1" 404 -
10.50.13.1 - - [06/Nov/2017:13:47:52 -0300] "POST /estagios/workspace/pt/central/j_security_check HTTP/1.1" 302 -
10.50.13.1 - deppi [06/Nov/2017:13:47:52 -0300] "GET /estagios/components/bam/displayer/chart/nvd3/src/tooltip.js HTTP/1.1" 200 4207
10.50.13.1 - deppi [06/Nov/2017:13:47:52 -0300] "GET /estagios/components/bam/displayer/chart/nvd3/src/utils.js HTTP/1.1" 200 3579
10.50.13.1 - deppi [06/Nov/2017:13:47:52 -0300] "GET /estagios/components/bam/displayer/chart/nvd3/lib/d3.v2.min.js HTTP/1.1" 200 115812
10.50.13.1 - deppi [06/Nov/2017:13:47:52 -0300] "GET /estagios/components/bam/displayer/chart/nvd3/nv.d3.min.js HTTP/1.1" 200 149361
10.50.13.1 - deppi [06/Nov/2017:13:47:52 -0300] "GET /estagios/components/bam/displayer/chart/nvd3/src/models/axis.js HTTP/1.1" 200 15395
10.50.13.1 - deppi [06/Nov/2017:13:47:52 -0300] "GET /estagios/components/bam/displayer/chart/nvd3/src/models/discreteBar.js HTTP/1.1" 200 10462
10.50.13.1 - deppi [06/Nov/2017:13:47:52 -0300] "GET /estagios/components/bam/displayer/chart/nvd3/src/models/discreteBarChart.js HTTP/1.1" 200 8600
10.50.13.1 - deppi [06/Nov/2017:13:47:52 -0300] "GET /estagios/components/bam/displayer/chart/nvd3/src/models/scatter.js HTTP/1.1" 200 20898
10.50.13.1 - deppi [06/Nov/2017:13:47:52 -0300] "GET /estagios/components/bam/displayer/chart/nvd3/src/models/legend.js HTTP/1.1" 200 6510
10.50.13.1 - deppi [06/Nov/2017:13:47:52 -0300] "GET /estagios/components/bam/displayer/chart/nvd3/src/models/line.js HTTP/1.1" 200 9428
10.50.13.1 - deppi [06/Nov/2017:13:47:52 -0300] "GET /estagios/components/bam/displayer/chart/nvd3/src/models/pie.js HTTP/1.1" 200 11406
10.50.13.1 - deppi [06/Nov/2017:13:47:52 -0300] "GET /estagios/components/bam/displayer/chart/nvd3/src/models/pieChart.js HTTP/1.1" 200 8133
10.50.13.1 - deppi [06/Nov/2017:13:47:52 -0300] "GET /estagios/components/bam/displayer/chart/nvd3/src/models/lineChart.js HTTP/1.1" 200 10318
10.50.13.1 - deppi [06/Nov/2017:13:47:52 -0300] "GET /estagios/js/lib/scriptaculous-js-1.9.0/scriptaculous.js HTTP/1.1" 200 2931
10.50.13.1 - deppi [06/Nov/2017:13:47:52 -0300] "GET /estagios/js/lib/scriptaculous-js-1.9.0/effects.js HTTP/1.1" 200 38471
10.50.13.1 - deppi [06/Nov/2017:13:47:52 -0300] "GET /estagios/js/lib/scriptaculous-js-1.9.0/dragdrop.js HTTP/1.1" 200 31066
10.50.13.1 - deppi [06/Nov/2017:13:47:52 -0300] "GET /estagios/js/lib/scriptaculous-js-1.9.0/prototype.js HTTP/1.1" 200 215309
10.50.13.1 - deppi [06/Nov/2017:13:47:52 -0300] "GET /estagios/common/rs/popup.js HTTP/1.1" 200 14707
10.50.13.1 - deppi [06/Nov/2017:13:47:52 -0300] "GET /estagios/envelopes/Envelope_IFCE/styles.css HTTP/1.1" 200 2703
10.50.13.1 - deppi [06/Nov/2017:13:47:52 -0300] "GET /estagios/skins/Default_Skin/styles/default.css HTTP/1.1" 200 6398
10.50.13.1 - deppi [06/Nov/2017:13:47:52 -0300] "GET /estagios/components/bam/displayer/chart/nv.d3.css HTTP/1.1" 200 10901
10.50.13.1 - deppi [06/Nov/2017:13:47:52 -0300] "GET /estagios/components/modalDialogComponent/css/PopUps.css HTTP/1.1" 200 2032
10.50.13.1 - deppi [06/Nov/2017:13:47:52 -0300] "GET /estagios/templates/css/administration_bar.css HTTP/1.1" 200 1475
10.50.13.1 - deppi [06/Nov/2017:13:47:52 -0300] "GET /estagios/ckeditor/ckeditor.js HTTP/1.1" 200 479639
10.50.13.1 - deppi [06/Nov/2017:13:47:53 -0300] "GET /estagios/templates/css/panel_properties.css HTTP/1.1" 200 1834
10.50.13.1 - deppi [06/Nov/2017:13:47:53 -0300] "GET /estagios/section/css/RenderSection.css HTTP/1.1" 200 1643
10.50.13.1 - deppi [06/Nov/2017:13:47:53 -0300] "GET /estagios/js/lib/scriptaculous-js-1.9.0/builder.js HTTP/1.1" 200 4744
10.50.13.1 - deppi [06/Nov/2017:13:47:53 -0300] "GET /estagios/js/lib/scriptaculous-js-1.9.0/controls.js HTTP/1.1" 200 34787
10.50.13.1 - deppi [06/Nov/2017:13:47:53 -0300] "GET /estagios/js/lib/scriptaculous-js-1.9.0/slider.js HTTP/1.1" 200 10162
10.50.13.1 - deppi [06/Nov/2017:13:47:53 -0300] "GET /estagios/js/lib/scriptaculous-js-1.9.0/sound.js HTTP/1.1" 200 2456
10.50.13.1 - deppi [06/Nov/2017:13:47:53 -0300] "GET /estagios/js/lib/scriptaculous-js-1.9.0/effects.js HTTP/1.1" 304 -
10.50.13.1 - deppi [06/Nov/2017:13:47:53 -0300] "GET /estagios/images/adminHeader/remove.png HTTP/1.1" 200 1195
10.50.13.1 - deppi [06/Nov/2017:13:47:53 -0300] "GET /estagios/images/adminHeader/new-section.png HTTP/1.1" 200 1068
10.50.13.1 - deppi [06/Nov/2017:13:47:53 -0300] "GET /estagios/images/adminHeader/duplicate-section.png HTTP/1.1" 200 1169
