208.113.204.247 - - [16/Dec/2017:01:04:35 -0300] "GET / HTTP/1.0" 404 -
5.188.10.105 - - [16/Dec/2017:03:42:39 -0300] "GET /struts/login.action HTTP/1.1" 404 -
5.188.10.105 - - [16/Dec/2017:03:42:45 -0300] "GET /home.action HTTP/1.1" 404 -
5.188.10.105 - - [16/Dec/2017:03:42:51 -0300] "GET /Homepage.action HTTP/1.1" 404 -
5.188.10.105 - - [16/Dec/2017:03:42:58 -0300] "GET /main.action HTTP/1.1" 404 -
5.188.10.105 - - [16/Dec/2017:03:43:04 -0300] "GET /default.action HTTP/1.1" 404 -
5.188.10.105 - - [16/Dec/2017:03:43:11 -0300] "GET /welcome.action HTTP/1.1" 404 -
5.188.10.105 - - [16/Dec/2017:03:43:17 -0300] "GET /contact.action HTTP/1.1" 404 -
163.172.149.131 - - [16/Dec/2017:05:15:39 -0300] "GET / HTTP/1.1" 404 -
201.147.64.225 - - [16/Dec/2017:05:39:34 -0300] "GET / HTTP/1.1" 404 -
201.147.64.225 - - [16/Dec/2017:05:39:35 -0300] "GET /login.action HTTP/1.1" 404 -
201.147.64.225 - - [16/Dec/2017:05:39:35 -0300] "GET /index.action HTTP/1.1" 404 -
201.147.64.225 - - [16/Dec/2017:05:39:35 -0300] "GET /index.htm HTTP/1.1" 404 -
201.147.64.225 - - [16/Dec/2017:05:39:36 -0300] "GET /index.html HTTP/1.1" 404 -
201.147.64.225 - - [16/Dec/2017:05:39:36 -0300] "GET /index.jsp HTTP/1.1" 404 -
163.172.149.131 - - [16/Dec/2017:06:19:12 -0300] "GET / HTTP/1.1" 404 -
58.218.213.120 - - [16/Dec/2017:06:28:51 -0300] "GET /manager/html HTTP/1.1" 401 2536
58.218.213.120 - - [16/Dec/2017:06:28:52 -0300] "GET /manager/html HTTP/1.1" 401 2536
58.218.213.120 - - [16/Dec/2017:06:28:52 -0300] "GET /manager/html HTTP/1.1" 401 2536
58.218.213.120 - - [16/Dec/2017:06:28:52 -0300] "GET /manager/html HTTP/1.1" 401 2536
58.218.213.120 - - [16/Dec/2017:06:28:52 -0300] "GET /manager/html HTTP/1.1" 401 2536
58.218.213.120 - - [16/Dec/2017:06:28:52 -0300] "GET /manager/html HTTP/1.1" 401 2536
58.218.213.120 - - [16/Dec/2017:06:28:52 -0300] "GET /manager/html HTTP/1.1" 401 2536
58.218.213.120 - - [16/Dec/2017:06:28:52 -0300] "GET /manager/html HTTP/1.1" 401 2536
58.218.213.120 - - [16/Dec/2017:06:28:52 -0300] "GET /manager/html HTTP/1.1" 401 2536
58.218.213.120 - - [16/Dec/2017:06:28:52 -0300] "GET /manager/html HTTP/1.1" 401 2536
58.218.213.120 - - [16/Dec/2017:06:28:52 -0300] "GET /manager/html HTTP/1.1" 401 2536
58.218.213.120 - - [16/Dec/2017:06:28:52 -0300] "GET /manager/html HTTP/1.1" 401 2536
58.218.213.120 - - [16/Dec/2017:06:28:52 -0300] "GET /manager/html HTTP/1.1" 401 2536
58.218.213.120 - - [16/Dec/2017:06:28:52 -0300] "GET /manager/html HTTP/1.1" 401 2536
58.218.213.120 - - [16/Dec/2017:06:28:52 -0300] "GET /manager/html HTTP/1.1" 401 2536
58.218.213.120 - - [16/Dec/2017:06:28:52 -0300] "GET /manager/html HTTP/1.1" 401 2536
58.218.213.120 - - [16/Dec/2017:06:28:52 -0300] "GET /manager/html HTTP/1.1" 401 2536
58.218.213.120 - - [16/Dec/2017:06:28:52 -0300] "GET /manager/html HTTP/1.1" 401 2536
58.218.213.120 - - [16/Dec/2017:06:28:52 -0300] "GET /manager/html HTTP/1.1" 401 2536
58.218.213.120 - - [16/Dec/2017:06:28:52 -0300] "GET /manager/html HTTP/1.1" 401 2536
58.218.213.120 - - [16/Dec/2017:06:28:52 -0300] "GET /manager/html HTTP/1.1" 401 2536
58.218.213.120 - - [16/Dec/2017:06:28:52 -0300] "GET /manager/html HTTP/1.1" 401 2536
58.218.213.120 - - [16/Dec/2017:06:28:52 -0300] "GET /manager/html HTTP/1.1" 401 2536
78.248.34.164 - - [16/Dec/2017:06:32:15 -0300] "GET / HTTP/1.0" 404 -
47.203.90.223 - - [16/Dec/2017:07:09:45 -0300] "GET / HTTP/1.1" 404 -
47.203.90.223 - - [16/Dec/2017:07:09:45 -0300] "-" 400 -
47.203.90.223 - - [16/Dec/2017:07:09:45 -0300] "-" 400 -
47.203.90.223 - - [16/Dec/2017:07:09:45 -0300] "-" 400 -
144.217.53.8 - - [16/Dec/2017:08:44:25 -0300] "GET / HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:26 -0300] "GET /ncsi.txt HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:26 -0300] "GET /HNAP1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:26 -0300] "GET /hudson/script HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:26 -0300] "GET /script HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:26 -0300] "GET /sqlite/main.php HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:27 -0300] "GET /sqlitemanager/main.php HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:27 -0300] "GET /SQLiteManager/main.php HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:27 -0300] "GET /SQLite/main.php HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:27 -0300] "GET /SQlite/main.php HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:27 -0300] "GET /main.php HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:28 -0300] "GET /test/sqlite/SQLiteManager-1.2.0/SQLiteManager-1.2.0/main.php HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:28 -0300] "GET /SQLiteManager-1.2.4/main.php HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:28 -0300] "GET /agSearch/SQlite/main.php HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:28 -0300] "GET /phpmyadmin/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:29 -0300] "GET /phpMyAdmin/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:29 -0300] "GET /PMA/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:29 -0300] "GET /pma/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:29 -0300] "GET /admin/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:29 -0300] "GET /dbadmin/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:30 -0300] "GET /mysql/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:30 -0300] "GET /myadmin/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:30 -0300] "GET /openserver/phpmyadmin/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:30 -0300] "GET /phpmyadmin2/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:31 -0300] "GET /phpMyAdmin2/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:34 -0300] "GET /phpMyAdmin-2/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:34 -0300] "GET /php-my-admin/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:34 -0300] "GET /phpMyAdmin-2.2.3/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:34 -0300] "GET /phpMyAdmin-2.2.6/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:35 -0300] "GET /phpMyAdmin-2.5.1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:35 -0300] "GET /phpMyAdmin-2.5.4/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:35 -0300] "GET /phpMyAdmin-2.5.5-rc1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:35 -0300] "GET /phpMyAdmin-2.5.5-rc2/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:36 -0300] "GET /phpMyAdmin-2.5.5/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:36 -0300] "GET /phpMyAdmin-2.5.5-pl1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:36 -0300] "GET /phpMyAdmin-2.5.6-rc1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:36 -0300] "GET /phpMyAdmin-2.5.6-rc2/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:36 -0300] "GET /phpMyAdmin-2.5.6/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:37 -0300] "GET /phpMyAdmin-2.5.7/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:37 -0300] "GET /phpMyAdmin-2.5.7-pl1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:37 -0300] "GET /phpMyAdmin-2.6.0-alpha/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:37 -0300] "GET /phpMyAdmin-2.6.0-alpha2/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:37 -0300] "GET /phpMyAdmin-2.6.0-beta1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:38 -0300] "GET /phpMyAdmin-2.6.0-beta2/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:38 -0300] "GET /phpMyAdmin-2.6.0-rc1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:38 -0300] "GET /phpMyAdmin-2.6.0-rc2/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:38 -0300] "GET /phpMyAdmin-2.6.0-rc3/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:39 -0300] "GET /phpMyAdmin-2.6.0/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:39 -0300] "GET /phpMyAdmin-2.6.0-pl1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:39 -0300] "GET /phpMyAdmin-2.6.0-pl2/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:39 -0300] "GET /phpMyAdmin-2.6.0-pl3/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:39 -0300] "GET /phpMyAdmin-2.6.1-rc1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:40 -0300] "GET /phpMyAdmin-2.6.1-rc2/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:40 -0300] "GET /phpMyAdmin-2.6.1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:40 -0300] "GET /phpMyAdmin-2.6.1-pl1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:40 -0300] "GET /phpMyAdmin-2.6.1-pl2/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:40 -0300] "GET /phpMyAdmin-2.6.1-pl3/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:41 -0300] "GET /phpMyAdmin-2.6.2-rc1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:41 -0300] "GET /phpMyAdmin-2.6.2-beta1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:41 -0300] "GET /phpMyAdmin-2.6.2-rc1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:41 -0300] "GET /phpMyAdmin-2.6.2/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:42 -0300] "GET /phpMyAdmin-2.6.2-pl1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:45 -0300] "GET /phpMyAdmin-2.6.3/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:45 -0300] "GET /phpMyAdmin-2.6.3-rc1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:45 -0300] "GET /phpMyAdmin-2.6.4-pl2/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:45 -0300] "GET /phpMyAdmin-2.6.4-pl3/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:46 -0300] "GET /phpMyAdmin-2.6.4-pl4/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:46 -0300] "GET /phpMyAdmin-2.6.4/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:46 -0300] "GET /phpMyAdmin-2.7.0-beta1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:46 -0300] "GET /phpMyAdmin-2.7.0-rc1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:46 -0300] "GET /phpMyAdmin-2.7.0/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:47 -0300] "GET /phpmanager/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:47 -0300] "GET /php-myadmin/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:47 -0300] "GET /phpmy-admin/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:47 -0300] "GET /webadmin/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:48 -0300] "GET /sqlweb/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:48 -0300] "GET /websql/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:48 -0300] "GET /webdb/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:48 -0300] "GET /mysqladmin/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:08:44:48 -0300] "GET /mysql-admin/ HTTP/1.1" 404 -
47.203.90.223 - - [16/Dec/2017:09:05:08 -0300] "GET / HTTP/1.1" 404 -
47.203.90.223 - - [16/Dec/2017:09:05:08 -0300] "-" 400 -
47.203.90.223 - - [16/Dec/2017:09:05:09 -0300] "-" 400 -
47.203.90.223 - - [16/Dec/2017:09:05:09 -0300] "-" 400 -
212.47.227.163 - - [16/Dec/2017:09:25:42 -0300] "GET / HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:17 -0300] "GET / HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:17 -0300] "GET /ncsi.txt HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:18 -0300] "GET /HNAP1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:18 -0300] "GET /phpmyadmin/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:18 -0300] "GET /pma/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:18 -0300] "GET /mysql/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:19 -0300] "GET /myadmin/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:19 -0300] "GET /phpMyAdmin-2.2.6/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:19 -0300] "GET /phpMyAdmin-2.5.1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:19 -0300] "GET /phpMyAdmin-2.5.4/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:20 -0300] "GET /phpMyAdmin-2.5.6-rc2/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:20 -0300] "GET /phpMyAdmin-2.5.6/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:20 -0300] "GET /phpMyAdmin-2.5.7/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:20 -0300] "GET /phpMyAdmin-2.5.7-pl1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:21 -0300] "GET /phpMyAdmin-2.6.0-alpha/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:21 -0300] "GET /phpMyAdmin-2.6.4-rc1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:21 -0300] "GET /phpMyAdmin-2.6.4-pl3/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:21 -0300] "GET /phpMyAdmin-2.6.4-pl4/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:22 -0300] "GET /phpMyAdmin-2.6.4/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:22 -0300] "GET /phpMyAdmin-2.8.0-rc1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:22 -0300] "GET /phpMyAdmin-2.8.0-rc2/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:22 -0300] "GET /phpMyAdmin-2.8.0/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:22 -0300] "GET /phpMyAdmin-2.8.0.1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:23 -0300] "GET /phpMyAdmin-2.8.0.2/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:23 -0300] "GET /phpMyAdmin-2.8.0.3/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:23 -0300] "GET /phpMyAdmin-2.8.2/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:23 -0300] "GET /PMA2005/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:24 -0300] "GET /pma2005/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:24 -0300] "GET /phpmanager/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:24 -0300] "GET /sqlweb/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:25 -0300] "GET /websql/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:09:51:25 -0300] "GET /webdb/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:00:48 -0300] "GET / HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:00:49 -0300] "GET /ncsi.txt HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:00:49 -0300] "GET /HNAP1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:00:49 -0300] "GET /hudson/script HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:00:49 -0300] "GET /sqlite/main.php HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:00:50 -0300] "GET /sqlitemanager/main.php HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:00:50 -0300] "GET /SQlite/main.php HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:00:50 -0300] "GET /agSearch/SQlite/main.php HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:00:51 -0300] "GET /phpmyadmin/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:00:52 -0300] "GET /pma/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:00:52 -0300] "GET /myadmin/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:00:52 -0300] "GET /openserver/phpmyadmin/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:00:53 -0300] "GET /phpmyadmin2/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:00:54 -0300] "GET /php-my-admin/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:00:54 -0300] "GET /phpMyAdmin-2.2.3/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:00:54 -0300] "GET /phpMyAdmin-2.2.6/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:00:55 -0300] "GET /phpMyAdmin-2.5.1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:00:55 -0300] "GET /phpMyAdmin-2.5.5/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:00:55 -0300] "GET /phpMyAdmin-2.5.6/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:00:55 -0300] "GET /phpMyAdmin-2.5.7/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:00:56 -0300] "GET /phpMyAdmin-2.6.0-beta1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:00:56 -0300] "GET /phpMyAdmin-2.6.0-beta2/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:00:56 -0300] "GET /phpMyAdmin-2.6.0/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:00:57 -0300] "GET /phpMyAdmin-2.6.1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:00:57 -0300] "GET /phpMyAdmin-2.6.1-pl1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:00:58 -0300] "GET /phpMyAdmin-2.6.1-pl2/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:00:58 -0300] "GET /phpMyAdmin-2.6.2-beta1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:00:59 -0300] "GET /phpMyAdmin-2.6.2-rc1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:00:59 -0300] "GET /phpMyAdmin-2.6.3/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:00:59 -0300] "GET /phpMyAdmin-2.6.3-pl1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:00:59 -0300] "GET /phpMyAdmin-2.6.4-rc1/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:01:00 -0300] "GET /phpMyAdmin-2.6.4/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:01:00 -0300] "GET /phpMyAdmin-2.8.0.3/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:01:01 -0300] "GET /sqlweb/ HTTP/1.1" 404 -
144.217.53.8 - - [16/Dec/2017:10:01:01 -0300] "GET /mysql-admin/ HTTP/1.1" 404 -
212.47.244.68 - - [16/Dec/2017:11:11:06 -0300] "GET / HTTP/1.1" 404 -
218.17.25.173 - - [16/Dec/2017:11:38:41 -0300] "GET / HTTP/1.1" 404 -
218.17.25.173 - - [16/Dec/2017:11:38:42 -0300] "GET /index.action HTTP/1.1" 404 -
122.155.180.139 - - [16/Dec/2017:12:46:26 -0300] "GET /manager/html HTTP/1.1" 401 2536
122.155.180.139 - - [16/Dec/2017:12:46:26 -0300] "GET /manager/html HTTP/1.1" 401 2536
122.155.180.139 - - [16/Dec/2017:12:46:26 -0300] "GET /manager/html HTTP/1.1" 401 2536
122.155.180.139 - - [16/Dec/2017:12:46:27 -0300] "GET /manager/html HTTP/1.1" 401 2536
122.155.180.139 - - [16/Dec/2017:12:46:27 -0300] "GET /manager/html HTTP/1.1" 401 2536
122.155.180.139 - - [16/Dec/2017:12:46:28 -0300] "GET /manager/html HTTP/1.1" 401 2536
122.155.180.139 - - [16/Dec/2017:12:46:28 -0300] "GET /manager/html HTTP/1.1" 401 2536
122.155.180.139 - - [16/Dec/2017:12:46:28 -0300] "GET /manager/html HTTP/1.1" 401 2536
122.155.180.139 - - [16/Dec/2017:12:46:29 -0300] "GET /manager/html HTTP/1.1" 401 2536
122.155.180.139 - - [16/Dec/2017:12:46:29 -0300] "GET /manager/html HTTP/1.1" 401 2536
122.155.180.139 - - [16/Dec/2017:12:46:30 -0300] "GET /manager/html HTTP/1.1" 401 2536
122.155.180.139 - - [16/Dec/2017:12:46:30 -0300] "GET /manager/html HTTP/1.1" 401 2536
122.155.180.139 - - [16/Dec/2017:12:46:30 -0300] "GET /manager/html HTTP/1.1" 401 2536
122.155.180.139 - - [16/Dec/2017:12:46:31 -0300] "GET /manager/html HTTP/1.1" 401 2536
122.155.180.139 - - [16/Dec/2017:12:46:31 -0300] "GET /manager/html HTTP/1.1" 401 2536
122.155.180.139 - - [16/Dec/2017:12:46:32 -0300] "GET /manager/html HTTP/1.1" 401 2536
122.155.180.139 - - [16/Dec/2017:12:46:32 -0300] "GET /manager/html HTTP/1.1" 401 2536
122.155.180.139 - - [16/Dec/2017:12:46:32 -0300] "GET /manager/html HTTP/1.1" 401 2536
122.155.180.139 - - [16/Dec/2017:12:46:33 -0300] "GET /manager/html HTTP/1.1" 401 2536
122.155.180.139 - - [16/Dec/2017:12:46:33 -0300] "GET /manager/html HTTP/1.1" 401 2536
122.155.180.139 - - [16/Dec/2017:12:46:34 -0300] "GET /manager/html HTTP/1.1" 401 2536
122.155.180.139 - - [16/Dec/2017:12:46:34 -0300] "GET /manager/html HTTP/1.1" 401 2536
122.155.180.139 - - [16/Dec/2017:12:46:34 -0300] "GET /manager/html HTTP/1.1" 401 2536
122.155.180.139 - - [16/Dec/2017:12:46:35 -0300] "GET /manager/html HTTP/1.1" 401 2536
